collaborative,description,external_urls,href,id,images,name,owner,primary_color,public,snapshot_id,tracks,type,playlist_uri
False,,{'spotify': 'https://open.spotify.com/playlist/66YLmW0Ik3eDunj3Jt0vCH'},https://api.spotify.com/v1/playlists/66YLmW0Ik3eDunj3Jt0vCH,66YLmW0Ik3eDunj3Jt0vCH,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b27329aa8fc505b26e6f36c956b9ab67616d0000b2732fa664d9cb5f838d11cbd998ab67616d0000b27399a3a1c380019cdc2ba9b8c2ab67616d0000b273c5819b886453b39c55546a12', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b27329aa8fc505b26e6f36c956b9ab67616d0000b2732fa664d9cb5f838d11cbd998ab67616d0000b27399a3a1c380019cdc2ba9b8c2ab67616d0000b273c5819b886453b39c55546a12', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b27329aa8fc505b26e6f36c956b9ab67616d0000b2732fa664d9cb5f838d11cbd998ab67616d0000b27399a3a1c380019cdc2ba9b8c2ab67616d0000b273c5819b886453b39c55546a12', 'width': 60}]",365,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MzYsNjY4ZjRjOWFiNmIwNmNjODFjMDM2MjRjZmEwMzNjNGQyMzQ4ZTEwYQ==,"{'href': 'https://api.spotify.com/v1/playlists/66YLmW0Ik3eDunj3Jt0vCH/tracks', 'total': 34}",playlist,spotify:playlist:66YLmW0Ik3eDunj3Jt0vCH
False,"The songs you loved most this year, all wrapped up.",{'spotify': 'https://open.spotify.com/playlist/37i9dQZF1EjiI6gcefMNIu'},https://api.spotify.com/v1/playlists/37i9dQZF1EjiI6gcefMNIu,37i9dQZF1EjiI6gcefMNIu,"[{'height': None, 'url': 'https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg', 'width': None}]",Your Top Songs 2018,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",,False,MjU3NjA4NTUsMDAwMDAwMDA3MGNmZTI2MzdiYjI5MjJiZjFmOTA0MTc1YTQyMmE3Yw==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1EjiI6gcefMNIu/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1EjiI6gcefMNIu
False,sf18_ds11....this is just mostly a collection of shitty ass songs or up-beat songs that i dont listen to the lyrics of but use as background for when im working on something i need to concentrate on haha hi,{'spotify': 'https://open.spotify.com/playlist/2FQ0KwqWMCJoLvC1Rdxnkx'},https://api.spotify.com/v1/playlists/2FQ0KwqWMCJoLvC1Rdxnkx,2FQ0KwqWMCJoLvC1Rdxnkx,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b27344bb39545f5d7176080d17aeab67616d0000b273abc20d6fca3df753a2243a5fab67616d0000b273b2ae5514e4978d69fad83f52ab67616d0000b273d4fc1ce123e978d7e53d5734', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b27344bb39545f5d7176080d17aeab67616d0000b273abc20d6fca3df753a2243a5fab67616d0000b273b2ae5514e4978d69fad83f52ab67616d0000b273d4fc1ce123e978d7e53d5734', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b27344bb39545f5d7176080d17aeab67616d0000b273abc20d6fca3df753a2243a5fab67616d0000b273b2ae5514e4978d69fad83f52ab67616d0000b273d4fc1ce123e978d7e53d5734', 'width': 60}]",:sexappeal:,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MzMsNjk0YmE4MjBjZmZlZjg3YTBiNGU0MGQ1ZGY5MTBkNzFlYTY3ZTE5MQ==,"{'href': 'https://api.spotify.com/v1/playlists/2FQ0KwqWMCJoLvC1Rdxnkx/tracks', 'total': 29}",playlist,spotify:playlist:2FQ0KwqWMCJoLvC1Rdxnkx
False,Here's a collection of songs youâ€™ll wish youâ€™d discovered earlier in the year.,{'spotify': 'https://open.spotify.com/playlist/37i9dQZF1Eact9qkt4GIgk'},https://api.spotify.com/v1/playlists/37i9dQZF1Eact9qkt4GIgk,37i9dQZF1Eact9qkt4GIgk,"[{'height': None, 'url': 'https://lineup-images.scdn.co/the-ones-that-got-away_DEFAULT-en.jpg', 'width': None}]",The Ones That Got Away,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",,False,MjUxODI1NTYsMDAwMDAwMDA5MTk2MmE5ZjgwOWZlMjg5ZjljMDlhNjZmZjkwOGYxOQ==,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1Eact9qkt4GIgk/tracks', 'total': 30}",playlist,spotify:playlist:37i9dQZF1Eact9qkt4GIgk
False,,{'spotify': 'https://open.spotify.com/playlist/1DeVnzDyhTFk69vAyNHw4s'},https://api.spotify.com/v1/playlists/1DeVnzDyhTFk69vAyNHw4s,1DeVnzDyhTFk69vAyNHw4s,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b273a4b5be0bce29542b56c2f9cbab67616d0000b273a863c0e3893a974c2d4875cdab67616d0000b273e07b02eb43f6d8c7f5359a85ab67616d0000b273e7776dfaa114878880bbc3ff', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b273a4b5be0bce29542b56c2f9cbab67616d0000b273a863c0e3893a974c2d4875cdab67616d0000b273e07b02eb43f6d8c7f5359a85ab67616d0000b273e7776dfaa114878880bbc3ff', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b273a4b5be0bce29542b56c2f9cbab67616d0000b273a863c0e3893a974c2d4875cdab67616d0000b273e07b02eb43f6d8c7f5359a85ab67616d0000b273e7776dfaa114878880bbc3ff', 'width': 60}]",reflect,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MTEsM2JkNDViOTM1ZTFjNmY4YTEyNWMzMTZlMTYyYTRjY2U5ZmEzNGNkNQ==,"{'href': 'https://api.spotify.com/v1/playlists/1DeVnzDyhTFk69vAyNHw4s/tracks', 'total': 9}",playlist,spotify:playlist:1DeVnzDyhTFk69vAyNHw4s
False,,{'spotify': 'https://open.spotify.com/playlist/5c69629v4IVOlrNcriIR44'},https://api.spotify.com/v1/playlists/5c69629v4IVOlrNcriIR44,5c69629v4IVOlrNcriIR44,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b273793fc2bff31a12edee238be7ab67616d0000b27384930c5f264899c8519c567dab67616d0000b273ba7b2cddbbba04ca6189e183ab67616d0000b273e14ec94af3adc4b927994619', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b273793fc2bff31a12edee238be7ab67616d0000b27384930c5f264899c8519c567dab67616d0000b273ba7b2cddbbba04ca6189e183ab67616d0000b273e14ec94af3adc4b927994619', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b273793fc2bff31a12edee238be7ab67616d0000b27384930c5f264899c8519c567dab67616d0000b273ba7b2cddbbba04ca6189e183ab67616d0000b273e14ec94af3adc4b927994619', 'width': 60}]",whiskey_neat,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MTMxLGJlODUzYmJhZmJlNWZlZjlkZDBmYjU4MmRkZTM1YjY5ODNjM2MzMzM=,"{'href': 'https://api.spotify.com/v1/playlists/5c69629v4IVOlrNcriIR44/tracks', 'total': 122}",playlist,spotify:playlist:5c69629v4IVOlrNcriIR44
False,,{'spotify': 'https://open.spotify.com/playlist/3wkRJhVLYzl5LCc0ff3nsR'},https://api.spotify.com/v1/playlists/3wkRJhVLYzl5LCc0ff3nsR,3wkRJhVLYzl5LCc0ff3nsR,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b273317b7b16bf1389394b96e86dab67616d0000b2734ada0fbde042a083ef951fa3ab67616d0000b273d67e49e214f0c3f5f153ad2bab67616d0000b273ef761732e9e9cf8cc43189ea', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b273317b7b16bf1389394b96e86dab67616d0000b2734ada0fbde042a083ef951fa3ab67616d0000b273d67e49e214f0c3f5f153ad2bab67616d0000b273ef761732e9e9cf8cc43189ea', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b273317b7b16bf1389394b96e86dab67616d0000b2734ada0fbde042a083ef951fa3ab67616d0000b273d67e49e214f0c3f5f153ad2bab67616d0000b273ef761732e9e9cf8cc43189ea', 'width': 60}]",whitecast,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MTQzLDYyZmZmNjJkMGUxOGE0NDE2M2M0MjM4NjM3YWY2YmY4OTRlZDFhZjg=,"{'href': 'https://api.spotify.com/v1/playlists/3wkRJhVLYzl5LCc0ff3nsR/tracks', 'total': 129}",playlist,spotify:playlist:3wkRJhVLYzl5LCc0ff3nsR
False,,{'spotify': 'https://open.spotify.com/playlist/51yWYzcvfZx9n6O8WJYT9w'},https://api.spotify.com/v1/playlists/51yWYzcvfZx9n6O8WJYT9w,51yWYzcvfZx9n6O8WJYT9w,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b27339bc0a10e85cf7dd7a55063aab67616d0000b2733e02635a78b55cf320966746ab67616d0000b2737bc2fb06800418145a17790eab67616d0000b273ce9101d157cb1c0f33898ead', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b27339bc0a10e85cf7dd7a55063aab67616d0000b2733e02635a78b55cf320966746ab67616d0000b2737bc2fb06800418145a17790eab67616d0000b273ce9101d157cb1c0f33898ead', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b27339bc0a10e85cf7dd7a55063aab67616d0000b2733e02635a78b55cf320966746ab67616d0000b2737bc2fb06800418145a17790eab67616d0000b273ce9101d157cb1c0f33898ead', 'width': 60}]",mystique,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MTQsMzQwNWY2ZDVmZGI4MmI0ZTFiM2E2NmFkMWEyZmEyMzk5ODlkMTgyYw==,"{'href': 'https://api.spotify.com/v1/playlists/51yWYzcvfZx9n6O8WJYT9w/tracks', 'total': 12}",playlist,spotify:playlist:51yWYzcvfZx9n6O8WJYT9w
False,,{'spotify': 'https://open.spotify.com/playlist/6coCkb6IL5uw3G1MpKvUsf'},https://api.spotify.com/v1/playlists/6coCkb6IL5uw3G1MpKvUsf,6coCkb6IL5uw3G1MpKvUsf,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b2731031fe2b42af3cec8bc7e238ab67616d0000b27311555ed45c4377e101d7979dab67616d0000b2734849278ce9876ebea7353d66ab67616d0000b273ea6019a29888aaba30f440db', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b2731031fe2b42af3cec8bc7e238ab67616d0000b27311555ed45c4377e101d7979dab67616d0000b2734849278ce9876ebea7353d66ab67616d0000b273ea6019a29888aaba30f440db', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b2731031fe2b42af3cec8bc7e238ab67616d0000b27311555ed45c4377e101d7979dab67616d0000b2734849278ce9876ebea7353d66ab67616d0000b273ea6019a29888aaba30f440db', 'width': 60}]",greyscale,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MjAsOTE4NTUyYWQ4NjhlYzM5NjljYTViYzA3YmQ0YzJjMzhiOGU5OGE1Mg==,"{'href': 'https://api.spotify.com/v1/playlists/6coCkb6IL5uw3G1MpKvUsf/tracks', 'total': 16}",playlist,spotify:playlist:6coCkb6IL5uw3G1MpKvUsf
False,,{'spotify': 'https://open.spotify.com/playlist/3GCehrEaiLAAvFpgGIxzqz'},https://api.spotify.com/v1/playlists/3GCehrEaiLAAvFpgGIxzqz,3GCehrEaiLAAvFpgGIxzqz,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b273793157c8f3d63d24db22c67eab67616d0000b27384930c5f264899c8519c567dab67616d0000b273d92afcf66072c83e4b28c6bbab67616d0000b273e1b41f261acaa01849b42991', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b273793157c8f3d63d24db22c67eab67616d0000b27384930c5f264899c8519c567dab67616d0000b273d92afcf66072c83e4b28c6bbab67616d0000b273e1b41f261acaa01849b42991', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b273793157c8f3d63d24db22c67eab67616d0000b27384930c5f264899c8519c567dab67616d0000b273d92afcf66072c83e4b28c6bbab67616d0000b273e1b41f261acaa01849b42991', 'width': 60}]",Commercials of white people ,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MjIsNzA0MDEwZGJjMDAxYzliMmUzMDkxZWIyMDM5NmU2YmMzZWVjMjk3NQ==,"{'href': 'https://api.spotify.com/v1/playlists/3GCehrEaiLAAvFpgGIxzqz/tracks', 'total': 20}",playlist,spotify:playlist:3GCehrEaiLAAvFpgGIxzqz
False,,{'spotify': 'https://open.spotify.com/playlist/7FunSwMS3tl4BLiUplBwYd'},https://api.spotify.com/v1/playlists/7FunSwMS3tl4BLiUplBwYd,7FunSwMS3tl4BLiUplBwYd,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b27329cd835f44f8b868a2e96f1fab67616d0000b2734fe1f881cb1a6265ab67115aab67616d0000b27383e2fb0089b24f193246942fab67616d0000b273f2d671c22b70e01b78a618a8', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b27329cd835f44f8b868a2e96f1fab67616d0000b2734fe1f881cb1a6265ab67115aab67616d0000b27383e2fb0089b24f193246942fab67616d0000b273f2d671c22b70e01b78a618a8', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b27329cd835f44f8b868a2e96f1fab67616d0000b2734fe1f881cb1a6265ab67115aab67616d0000b27383e2fb0089b24f193246942fab67616d0000b273f2d671c22b70e01b78a618a8', 'width': 60}]",sundaze,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,NTQsYTc5MWEzMWQ5OGQwZmIyNzI5NjE4MDI0NGRkNjI1OTUxYTE1ZGM1ZA==,"{'href': 'https://api.spotify.com/v1/playlists/7FunSwMS3tl4BLiUplBwYd/tracks', 'total': 45}",playlist,spotify:playlist:7FunSwMS3tl4BLiUplBwYd
False,,{'spotify': 'https://open.spotify.com/playlist/1Jjzuwoprk0zQKY2Y8KNJd'},https://api.spotify.com/v1/playlists/1Jjzuwoprk0zQKY2Y8KNJd,1Jjzuwoprk0zQKY2Y8KNJd,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d0000b27334fd9eb8cd48e518598aec55ab67616d0000b2738cc44129c3b11adec74058d6ab67616d0000b273a9d52f79f9f180719785d7d8ab67616d0000b273ec4f8c81eb9ddee00e01798d', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d0000b27334fd9eb8cd48e518598aec55ab67616d0000b2738cc44129c3b11adec74058d6ab67616d0000b273a9d52f79f9f180719785d7d8ab67616d0000b273ec4f8c81eb9ddee00e01798d', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d0000b27334fd9eb8cd48e518598aec55ab67616d0000b2738cc44129c3b11adec74058d6ab67616d0000b273a9d52f79f9f180719785d7d8ab67616d0000b273ec4f8c81eb9ddee00e01798d', 'width': 60}]",throwbacks,"{'display_name': '1231774562', 'external_urls': {'spotify': 'https://open.spotify.com/user/1231774562'}, 'href': 'https://api.spotify.com/v1/users/1231774562', 'id': '1231774562', 'type': 'user', 'uri': 'spotify:user:1231774562'}",,False,MzEsYjI0YWY4OTdlMWFhY2IxOWNlYjIwYjk0ZWQ3MjY1MDUxY2ViMTZmOA==,"{'href': 'https://api.spotify.com/v1/playlists/1Jjzuwoprk0zQKY2Y8KNJd/tracks', 'total': 25}",playlist,spotify:playlist:1Jjzuwoprk0zQKY2Y8KNJd
